sig,chainHash,channel_id,timestamp,message_flags,channel_flags,time_lock_delta,htlc_minimum_msat,base_fee,fee_late,htlc_maximum_msat
null,null,21325,45929683,null,0,144,1,950,10,99568
null,null,17062,45966609,null,0,40,1000,1000,1,101066
null,null,28356,46024326,null,0,40,1000,1000,1,100614
null,null,2561,46043542,null,0,144,1000,1000,1,100365
null,null,23047,46067223,null,0,40,1000,1000,1,101005
null,null,29394,46105026,null,0,40,1000,1000,1,102994
null,null,27213,46146750,null,0,40,1000,0,1000000,98497
null,null,3487,46169796,null,0,144,1000,1000,1,101175
null,null,12084,46229595,null,0,40,1000,1000,1,101940
null,null,14515,46258031,null,0,40,1000,0,0,101052
null,null,24686,46264102,null,0,40,1000,0,0,100693
null,null,9630,46313332,null,0,144,1000,1000,1,99867
null,null,2620,46456158,null,0,144,1000,1000,100,99418
null,null,977,46516370,null,0,144,1000,1000,100,99866
null,null,29632,46531879,null,0,40,1000,1000,1,99522
null,null,18558,46557318,null,0,40,1000,1000,1,99750
null,null,6143,46587158,null,0,144,1000,1000,1,99591
null,null,23514,46597536,null,0,14,1,1000,10,100579
null,null,24817,46639725,null,0,40,1000,0,0,99867
null,null,17009,46670235,null,0,40,1000,0,0,99781
null,null,17005,46671790,null,0,40,1000,0,0,99863
null,null,1435,46803248,null,0,144,1000,1000,1,99779
null,null,12502,46846719,null,0,144,1,1000,100,100119
null,null,11908,46911503,null,0,40,1000,1000,1,99898
null,null,16761,47021559,null,0,40,1000,1000,1,100317
null,null,24895,47024920,null,0,40,1000,1000,1,100088
null,null,30055,47058175,null,0,40,1000,1000,1,99955
null,null,8866,47088207,null,0,40,1000,1000,1,100366
null,null,26337,47096353,null,0,144,1000,1,1,101408
null,null,27836,47100798,null,0,40,1000,1000,1,101330
null,null,2780,47154199,null,0,144,1000,1000,1,100329
null,null,25934,47170852,null,0,40,1000,100,1,98519
null,null,1892,47208817,null,0,144,1000,1000,1,100209
null,null,13916,47221304,null,0,144,1000,1000,100,100253
null,null,21230,47227693,null,0,40,1000,1000,1,99056
null,null,333,47257761,null,0,144,1000,1000,100,99684
null,null,23926,47295832,null,0,40,1000,0,1,99289
null,null,11133,47314351,null,0,40,1000,1000,1,100318
null,null,24971,47326473,null,0,40,1000,1000,1,98658
null,null,29110,47357423,null,0,40,1000,1000,1,101064
null,null,2179,47360113,null,0,144,1000,1000,1,101111
null,null,28352,47398626,null,0,40,1000,1000,1,100043
null,null,4342,47414677,null,0,144,1000,1000,1,100114
null,null,1273,47493663,null,0,144,1000,1000,1,100833
null,null,15306,47602468,null,0,40,1000,1000,1,98642
null,null,14419,47607053,null,0,40,1000,0,0,99828
null,null,14416,47660799,null,0,40,1000,0,0,98981
null,null,14414,47710665,null,0,40,1000,0,0,101015
null,null,16981,47711848,null,0,40,1000,1000,1,98827
null,null,24666,47763065,null,0,40,1000,0,0,100730
null,null,17004,47771587,null,0,40,1000,0,0,98672
null,null,14527,47802149,null,0,40,1000,0,0,99463
null,null,24775,47827192,null,0,40,1000,0,0,100375
null,null,1380,47842094,null,0,144,1000,1000,1,98474
null,null,3914,47846393,null,0,144,1000,1000,1,100479
null,null,24763,47870456,null,0,40,1000,0,0,100444
null,null,24169,47876458,null,0,40,1000,0,1,102004
null,null,7925,47937364,null,0,40,1000,1000,1,100631
null,null,12907,47948421,null,0,40,1000,0,0,99985
null,null,29060,48054486,null,0,40,1000,1000,1,102127
null,null,14523,48059674,null,0,40,1000,0,0,100365
null,null,11741,48112163,null,0,40,1000,0,10,99629
null,null,26722,48122142,null,0,40,1000,1000,1,99999
null,null,2316,48134348,null,0,144,1,1000,1,98985
null,null,12627,48138398,null,0,40,10000,1000,1,101245
null,null,10035,48251761,null,0,40,1000,1000,1,98885
null,null,26746,48255124,null,0,40,1000,1000,1,99786
null,null,26994,48365276,null,0,40,1000,0,1,100386
null,null,804,48371401,null,0,144,1000,1000,1,102399
null,null,14473,48402797,null,0,40,1000,0,0,98780
null,null,24235,48406796,null,0,40,1000,1000,1,100906
null,null,14523,48430366,null,0,40,1000,0,0,100488
null,null,7680,48454482,null,0,40,1000,1000,1,100756
null,null,10942,48474581,null,0,40,1000,1000,1,100247
null,null,27680,48488560,null,0,40,1000,0,1,101184
null,null,15598,48507964,null,0,40,1000,1000,1,99032
null,null,35,48675977,null,0,144,1000,100,1,99944
null,null,9622,48699668,null,0,40,1000,1000,1,100192
null,null,29863,48862051,null,0,40,1000,1000,1,100788
null,null,9120,48884151,null,0,40,1000,1000,1,98930
null,null,3627,48922605,null,0,144,1000,50,1,98989
null,null,26993,48954166,null,0,40,1000,0,1,101630
null,null,182,48986578,null,0,14,1,1000,10,100350
null,null,25202,48994337,null,0,40,1000,0,1,100399
null,null,3048,49007274,null,0,144,1000,1000,1,100412
null,null,916,49022750,null,0,144,1000,1000,1,99579
null,null,13978,49053039,null,0,40,1000,0,0,98345
null,null,3241,49070773,null,0,144,1000,1000,1,99372
null,null,24753,49078375,null,0,40,1000,0,0,99633
null,null,25312,49104325,null,0,40,1000,1000,1,100354
null,null,26128,49121858,null,0,40,1000,0,1,99884
null,null,1379,49122580,null,0,144,1000,1000,1,101131
null,null,23926,49131042,null,0,40,1000,0,1,100333
null,null,11126,49217274,null,0,40,1000,0,0,100861
null,null,12346,49240229,null,0,40,1,1000,1,101004
null,null,9064,49298066,null,0,40,1000,1000,1,100156
null,null,10043,49353076,null,0,40,1000,6969,69,100853
null,null,17010,49379260,null,0,40,1000,0,0,100007
null,null,14389,49413320,null,0,40,1000,0,0,100072
null,null,29733,49428824,null,0,40,1000,69420,69,102593
null,null,14396,49438228,null,0,40,1000,0,0,100480
null,null,24245,49492667,null,0,40,1000,1000,1,98868
null,null,30053,49508245,null,0,40,1000,1000,1,100965
null,null,14513,49618819,null,0,40,1000,0,0,101916
null,null,24760,49630515,null,0,40,1000,0,0,100718
null,null,26914,49661329,null,0,40,1000,1000,1,99536
null,null,15279,49697587,null,0,40,1000,0,0,101693
null,null,30055,49749818,null,0,40,1000,1000,1,101038
null,null,24548,49750265,null,0,40,1000,1000,1,100697
null,null,2443,49775189,null,0,144,1000,1000,1,98161
null,null,16972,49957771,null,0,40,1000,1000,1,99147
null,null,14454,49985281,null,0,40,1000,1000,1,99454
null,null,13596,50173184,null,0,40,1000,1000,1,100082
null,null,20100,50301397,null,0,40,1000,1000,1,101056
null,null,10985,50357650,null,0,144,1000,700,20,97895
null,null,18476,50410523,null,0,144,1000,1000,1,100633
null,null,7940,50416589,null,0,40,1000,1000,1,98231
null,null,12801,50438974,null,0,40,1,1000,1,100820
null,null,18,50460952,null,0,14,1000,1000,10,99965
null,null,5391,50489892,null,0,144,1000,1000,1,100802
null,null,5391,50490294,null,0,144,1000,1000,1,100802
null,null,28917,50509169,null,0,40,1000,1000,1,101259
null,null,3481,50515733,null,0,144,1000,1000,1,99546
null,null,29365,50630852,null,0,40,1000,1000,1,100491
null,null,26672,50671928,null,0,40,1000,1000,1,101637
null,null,16428,50691866,null,0,40,1000,1000,1,101006
null,null,30440,50716574,null,0,40,1000,1000,1,100593
null,null,14510,50795969,null,0,40,1000,0,0,100505
null,null,12858,50799451,null,0,40,1,1000,1,99790
null,null,21961,50814498,null,0,40,1000,1000,1,99315
null,null,21961,50814893,null,0,40,1000,1000,1,99315
null,null,24152,50848844,null,0,40,1000,1000,1,100674
null,null,16605,50872073,null,0,40,1000,1000,1,100785
null,null,9465,50932351,null,0,34,1000,1000,10,102080
null,null,23609,50935225,null,0,40,1000,1000,1,99087
null,null,5685,51040062,null,0,144,1000,1000,1,100603
null,null,24202,51087372,null,0,28,1000,0,0,99924
null,null,24036,51097843,null,0,40,1000,1000,1,100260
null,null,28016,51137066,null,0,40,1000,1000,1,100509
null,null,14419,51140365,null,0,40,1000,0,0,100818
null,null,23615,51148123,null,0,40,1000,1000,1,98842
null,null,25055,51194763,null,0,40,1000,1000,1,99579
null,null,25614,51211210,null,0,40,1000,1000,1,99536
null,null,16727,51278982,null,0,40,1,1000,5,98444
null,null,14472,51355139,null,0,40,1000,0,0,100117
null,null,30240,51356422,null,0,40,1000,1000,1,98862
null,null,30039,51373162,null,0,40,1000,1000,1,99096
null,null,20121,51396183,null,0,40,1000,1000,1,101172
null,null,26852,51399668,null,0,40,1000,1000,1,99643
null,null,12179,51442004,null,0,40,1,1000,1,99555
null,null,8284,51487366,null,0,40,1000,1000,1,99680
null,null,2799,51618642,null,0,144,1000,1000,1,102182
null,null,15944,51619618,null,0,144,1000,10,1,99530
null,null,24538,51626171,null,0,40,1000,1000,1,99383
null,null,19430,51692477,null,0,40,1000,1000,1,101150
null,null,26041,51694776,null,0,40,1000,1000,1,101895
null,null,8139,51699507,null,0,40,1000,1000,1,100186
null,null,12936,51727221,null,0,40,1000,0,0,100591
null,null,12936,51727617,null,0,40,1000,0,0,100591
null,null,18486,51758513,null,0,40,1000,4000,500,100087
null,null,23635,51758911,null,0,40,1000,1000,1,100087
null,null,26943,51766911,null,0,40,1000,1000,12,99932
null,null,21380,51842759,null,0,40,1000,1000,1,100038
null,null,21445,51843355,null,0,40,1000,1000,1,100038
null,null,26701,51844231,null,0,40,1000,1000,1,100230
null,null,13977,51975133,null,0,40,1000,0,0,98538
null,null,14481,52028261,null,0,40,1000,0,0,101971
null,null,14393,52073181,null,0,40,1000,0,0,99447
null,null,14531,52089756,null,0,40,1000,0,0,99204
null,null,9687,52112109,null,0,34,1,1,10,100317
null,null,24784,52131844,null,0,40,1000,0,0,99185
null,null,24277,52191515,null,0,40,1000,1000,1,100796
null,null,26671,52195665,null,0,40,1000,1000,1,100408
null,null,25566,52289431,null,0,40,1000,0,1,99635
null,null,15645,52317002,null,0,40,1000,1000,1,100136
null,null,23624,52321120,null,0,40,1000,1000,1,99455
null,null,13632,52349920,null,0,40,1000,1000,1,101021
null,null,23868,52357822,null,0,40,1000,1000,1,100037
null,null,2343,52364623,null,0,144,1000,1000,1,98994
null,null,13974,52417516,null,0,40,1000,0,0,101223
null,null,24680,52499372,null,0,40,1000,0,0,99018
null,null,7946,52523780,null,0,40,1,1000,1,101746
null,null,4435,52561602,null,0,144,1000,1000,1,100675
null,null,13419,52586444,null,0,40,1000,1000,1,101247
null,null,21354,52628026,null,0,40,1000,1000,1,101567
null,null,15280,52696493,null,0,40,1000,0,0,99211
null,null,26856,52702771,null,0,40,1000,1000,1,98498
null,null,15851,52777838,null,0,40,1000,1000,1,101012
null,null,18168,52778234,null,0,40,1000,1000,1,101012
null,null,16766,52791171,null,0,40,1000,1000,1,101392
null,null,24283,52824984,null,0,40,1000,0,0,97994
null,null,27351,52868547,null,0,40,1000,1000,1,100285
null,null,15380,52902949,null,0,40,1000,0,0,100347
null,null,24703,52909084,null,0,40,1000,0,0,99339
null,null,24703,52910078,null,0,40,1000,0,0,99339
null,null,12058,52932455,null,0,40,1,100,5,100220
null,null,22841,53075850,null,0,40,1000,1000,1,99480
null,null,23609,53077936,null,0,40,1000,1000,1,102012
null,null,29164,53138244,null,0,40,1000,1000,1,98801
null,null,29319,53147925,null,0,40,1000,1000,1,99775
null,null,29178,53206473,null,0,40,1000,1000,1,100366
null,null,27053,53241509,null,0,40,1000,1000,1,100931
null,null,15470,53273395,null,0,40,1000,1000,1,99606
null,null,9055,53278685,null,0,40,1,1000,1,100327
null,null,14482,53309887,null,0,40,1000,0,0,101032
null,null,29913,53397006,null,0,40,1000,1000,1,100494
null,null,18449,53529630,null,0,40,1000,1000,1,98140
null,null,12159,53585146,null,0,40,1000,1000,10,100241
null,null,27444,53659718,null,0,40,1000,2000,300,100649
null,null,25192,53768039,null,0,34,0,1000,10,99574
null,null,13063,53830507,null,0,40,1000,1000,1,100426
null,null,7688,53863971,null,0,36,0,10,100,99589
null,null,13866,53870790,null,0,40,1,1000,1,100280
null,null,23489,53978042,null,0,40,1000,1000,1,99068
null,null,14542,54017310,null,0,40,1000,0,0,101420
null,null,5327,54048594,null,0,144,1000,1000,1,99639
null,null,10327,54087350,null,0,40,1,1000,1,99094
null,null,4786,54091197,null,0,18,1000,1,1,99397
null,null,3250,54091597,null,0,144,1000,1,1,99397
null,null,922,54255403,null,0,14,1000,1000,10,101919
null,null,9375,54288414,null,0,40,1,1000,1,100944
null,null,6981,54423776,null,0,144,1000,1000,1,101634
null,null,20068,54593904,null,0,20,1000,1,1,101169
null,null,26041,54630577,null,0,40,1000,1000,1,98858
null,null,26855,54642987,null,0,40,1000,1000,1,100072
null,null,7292,54670415,null,0,40,1,1000,1,98129
null,null,18129,54746400,null,0,40,1000,500,500,101139
null,null,2483,54748278,null,0,144,1000,1000,100,99215
null,null,14473,54845983,null,0,40,1000,0,0,101782
null,null,29138,54865370,null,0,40,1000,1000,1,101030
null,null,22968,54891712,null,0,40,1000,1000,1,99859
null,null,22968,54892112,null,0,40,1000,1000,1,99859
null,null,8560,54900353,null,0,40,1,1000,1,101310
null,null,15852,54984886,null,0,40,1,1000,1,100120
null,null,4384,54986650,null,0,144,1000,1000,1,101212
null,null,24572,55000663,null,0,40,1000,1000,1,99415
null,null,23868,55019546,null,0,40,1000,1000,1,99747
null,null,24692,55034970,null,0,40,1000,0,0,100079
null,null,25498,55166143,null,0,40,1000,0,1,99453
null,null,24191,55261931,null,0,40,1000,1000,1,100394
null,null,22038,55285954,null,0,40,1000,1,91,97949
null,null,24316,55307977,null,0,40,1,1000,1,100080
null,null,29140,55356207,null,0,40,1000,1000,1,99999
null,null,30109,55436580,null,0,40,1000,1000,1,100252
null,null,30039,55441224,null,0,40,1000,1000,1,100066
null,null,25813,55498382,null,0,40,1000,1000,1,98459
null,null,25813,55498778,null,0,40,1000,1000,1,98459
null,null,13034,55531774,null,0,40,1,1000,1,100501
null,null,14420,55536378,null,0,40,1000,0,0,101378
null,null,13887,55630714,null,0,40,1000,1000,1,101048
null,null,14170,55730035,null,0,40,1000,0,0,100139
null,null,22170,55795973,null,0,40,1000,1000,1,100630
null,null,26240,55870766,null,0,40,1000,1000,1,100817
null,null,1984,55983046,null,0,14,1000,1000,10,101169
null,null,16208,56056197,null,0,40,1000,0,1,99194
null,null,16706,56073346,null,0,40,1000,1000,1,99400
null,null,3839,56133733,null,0,144,1000,1000,1,98139
null,null,26631,56139205,null,0,40,1000,1000,1,100199
null,null,8511,56221937,null,0,40,1,1000,1,101108
null,null,12451,56368779,null,0,40,1000,1000,1,100934
null,null,25157,56381415,null,0,40,1000,1000,1,100846
null,null,25157,56382013,null,0,40,1000,1000,1,100846
null,null,13975,56385900,null,0,40,1000,0,0,100832
null,null,22823,56385953,null,0,40,1000,0,1,100950
null,null,14396,56409956,null,0,40,1000,0,0,98640
null,null,25860,56460253,null,0,40,1000,0,1,99474
null,null,18449,56469415,null,0,40,1000,1000,1,99939
null,null,29193,56582975,null,0,40,1000,1000,1,99302
null,null,3646,56642976,null,0,144,1000,1000,1,99321
null,null,14519,56659705,null,0,40,1000,0,0,99771
null,null,3540,56699453,null,0,14,1000,1000,10,100389
null,null,2616,56726790,null,0,144,1000,1000,1,101563
null,null,12905,56739286,null,0,40,1000,0,0,99667
null,null,21822,56783461,null,0,40,1000,0,1,101326
null,null,30450,56796838,null,0,34,0,1,1,100210
null,null,3821,56857617,null,0,144,1000,1000,1,100190
null,null,18991,56862743,null,0,40,1000,0,0,99674
null,null,2745,56864247,null,0,144,1000,1000,1,100657
null,null,24725,56868049,null,0,40,1000,0,0,100222
null,null,11741,56890147,null,0,40,1000,0,10,99080
null,null,27204,56924666,null,0,40,1000,0,1,99911
null,null,14173,56928752,null,0,40,1000,0,0,99756
null,null,8324,56932793,null,0,40,1,1000,1,102071
null,null,1502,56977747,null,0,144,1000,1000,1,101682
null,null,11691,57060508,null,0,40,1000,1000,1,98382
null,null,1758,57092872,null,0,144,1000,1000,1,102089
null,null,21325,57099108,null,0,144,1,950,10,100350
null,null,7964,57114394,null,0,40,1000,1000,1,99239
null,null,23346,57146628,null,0,40,1000,1000,1,98824
null,null,11894,57192857,null,0,40,1,1000,1,97691
null,null,29953,57212834,null,0,34,1,1000,10,100770
null,null,11929,57217843,null,0,40,1,1000,1,100857
null,null,366,57266082,null,0,144,1000,1000,1,98795
null,null,27033,57278683,null,0,40,1000,1000,1,100258
null,null,1515,57301814,null,0,144,1000,1000,1,99812
null,null,14051,57329256,null,0,40,1000,1000,1,99089
null,null,2251,57350333,null,0,144,1000,1000,1,102093
null,null,155,57355856,null,0,144,1000,1000,1,100081
null,null,27511,57363959,null,0,40,1000,1000,1,100772
null,null,552,57469658,null,0,14,1000,1,1,100450
null,null,16283,57540377,null,0,40,1000,1000,1,99878
null,null,13977,57540763,null,0,40,1000,0,0,99548
null,null,16062,57600731,null,0,4,1,250,0,100331
null,null,4086,57656329,null,0,144,1000,1000,1,100198
null,null,26198,57658651,null,0,40,1000,1,1,100593
null,null,9448,57671357,null,0,40,1,1000,1,99177
null,null,14817,57707054,null,0,4,1000,5,1000000,101295
null,null,18151,57737314,null,0,40,1,1000,1,99713
null,null,6564,57772029,null,0,40,1000,1000,1,98144
null,null,1578,57840462,null,0,144,1000,1000,1,101346
null,null,7679,57868341,null,0,40,1000,1000,1,100766
null,null,1872,57888717,null,0,144,1000,1000,1,99635
null,null,16637,57915361,null,0,40,1000,1000,1,98616
null,null,8658,57939304,null,0,14,1000,1000,10,100405
null,null,28295,57996729,null,0,34,1,95,1,101266
null,null,7562,58180238,null,0,40,1000,1000,1,99824
null,null,16943,58187928,null,0,40,1000,1000,1,100459
null,null,25651,58194192,null,0,40,1000,1000,1,100548
null,null,24222,58206932,null,0,40,1000,0,0,98995
null,null,14529,58267556,null,0,40,1000,0,0,100461
null,null,25988,58284563,null,0,40,1000,0,1,100002
null,null,26070,58291489,null,0,40,1000,1000,1,99571
null,null,14169,58293930,null,0,40,1000,0,0,98621
null,null,10804,58367942,null,0,40,1000,1000,1,99893
null,null,2159,58371040,null,0,144,1000,1000,1,99530
null,null,16959,58389745,null,0,40,1000,1000,1,97402
null,null,16959,58390145,null,0,40,1000,1000,1,97402
null,null,16874,58417627,null,0,40,1000,1000,35,99486
null,null,14518,58443820,null,0,40,1000,0,0,100466
null,null,8664,58450590,null,0,40,1,1000,1,98887
null,null,13120,58489157,null,0,40,1000,2500,1000,100895
null,null,2014,58497522,null,0,144,1000,1000,1,99982
null,null,14515,58530990,null,0,40,1000,0,0,100240
null,null,11695,58582284,null,0,40,1000,1000,1,100649
